=== ANALYSIS REPORT ===
Total Chars Scanned: 5,111,365,024
Out-of-Scope Chars Found: 58,237,838
Unique Out-of-Scope Chars: 3,932
Noise Percentage: 1.1394%
=======================

CHAR   | HEX      | COUNT      | NAME
”      | U+201D   | 688        | RIGHT DOUBLE QUOTATION MARK
ఏ      | U+0C0F   | 680        | TELUGU LETTER EE
ṉ      | U+1E49   | 675        | LATIN SMALL LETTER N WITH LINE BELOW
♦      | U+2666   | 664        | BLACK DIAMOND SUIT
😊      | U+1F60A  | 662        | SMILING FACE WITH SMILING EYES
â      | U+00E2   | 660        | LATIN SMALL LETTER A WITH CIRCUMFLEX
▪      | U+25AA   | 642        | BLACK SMALL SQUARE
’      | U+2019   | 626        | RIGHT SINGLE QUOTATION MARK
థ      | U+0C25   | 625        | TELUGU LETTER THA
🎵      | U+1F3B5  | 621        | MUSICAL NOTE
м      | U+043C   | 618        | CYRILLIC SMALL LETTER EM
‘      | U+2018   | 607        | LEFT SINGLE QUOTATION MARK
Ɔ      | U+0186   | 603        | LATIN CAPITAL LETTER OPEN O
к      | U+043A   | 599        | CYRILLIC SMALL LETTER KA
ఒ      | U+0C12   | 597        | TELUGU LETTER O
ఈ      | U+0C08   | 597        | TELUGU LETTER II
ŏ      | U+014F   | 596        | LATIN SMALL LETTER O WITH BREVE
❤      | U+2764   | 594        | HEAVY BLACK HEART
☛      | U+261B   | 593        | BLACK RIGHT POINTING INDEX
২      | U+09E8   | 586        | BENGALI DIGIT TWO
😍      | U+1F60D  | 584        | SMILING FACE WITH HEART-SHAPED EYES
ę      | U+0119   | 576        | LATIN SMALL LETTER E WITH OGONEK
ĩ      | U+0129   | 575        | LATIN SMALL LETTER I WITH TILDE
ž      | U+017E   | 573        | LATIN SMALL LETTER Z WITH CARON
ः      | U+0903   | 571        | DEVANAGARI SIGN VISARGA
ಒ      | U+0C92   | 570        | KANNADA LETTER O
ô      | U+00F4   | 566        | LATIN SMALL LETTER O WITH CIRCUMFLEX
¤      | U+00A4   | 556        | CURRENCY SIGN
ⱨ      | U+2C68   | 555        | LATIN SMALL LETTER H WITH DESCENDER
৩      | U+09E9   | 554        | BENGALI DIGIT THREE
ਾ      | U+0A3E   | 553        | GURMUKHI VOWEL SIGN AA
०      | U+0966   | 545        | DEVANAGARI DIGIT ZERO
       | U+EB9A   | 541        | UNKNOWN_CONTROL_CHAR
́      | U+0301   | 537        | COMBINING ACUTE ACCENT
¥      | U+00A5   | 535        | YEN SIGN
ɵ      | U+0275   | 534        | LATIN SMALL LETTER BARRED O
§      | U+00A7   | 533        | SECTION SIGN
ο      | U+03BF   | 533        | GREEK SMALL LETTER OMICRON
ஷ      | U+0BB7   | 528        | TAMIL LETTER SSA
       | U+200E   | 521        | LEFT-TO-RIGHT MARK
←      | U+2190   | 519        | LEFTWARDS ARROW
ƴ      | U+01B4   | 517        | LATIN SMALL LETTER Y WITH HOOK
д      | U+0434   | 516        | CYRILLIC SMALL LETTER DE
̃      | U+0303   | 514        | COMBINING TILDE
👌      | U+1F44C  | 513        | OK HAND SIGN
ಭ      | U+0CAD   | 512        | KANNADA LETTER BHA
ঠ      | U+09A0   | 505        | BENGALI LETTER TTHA
؟      | U+061F   | 504        | ARABIC QUESTION MARK
ٍ      | U+064D   | 493        | ARABIC KASRATAN
ੀ      | U+0A40   | 492        | GURMUKHI VOWEL SIGN II
ৃ      | U+09C3   | 492        | BENGALI VOWEL SIGN VOCALIC R
α      | U+03B1   | 483        | GREEK SMALL LETTER ALPHA
◆      | U+25C6   | 482        | BLACK DIAMOND
ć      | U+0107   | 475        | LATIN SMALL LETTER C WITH ACUTE
ų      | U+0173   | 473        | LATIN SMALL LETTER U WITH OGONEK
ృ      | U+0C43   | 466        | TELUGU VOWEL SIGN VOCALIC R
ì      | U+00EC   | 463        | LATIN SMALL LETTER I WITH GRAVE
õ      | U+00F5   | 461        | LATIN SMALL LETTER O WITH TILDE
👉      | U+1F449  | 457        | WHITE RIGHT POINTING BACKHAND INDEX
ð      | U+00F0   | 454        | LATIN SMALL LETTER ETH
у      | U+0443   | 446        | CYRILLIC SMALL LETTER U
п      | U+043F   | 446        | CYRILLIC SMALL LETTER PE
μ      | U+03BC   | 439        | GREEK SMALL LETTER MU
١      | U+0661   | 433        | ARABIC-INDIC DIGIT ONE
ډ      | U+0689   | 433        | ARABIC LETTER DAL WITH RING
٤      | U+0664   | 430        | ARABIC-INDIC DIGIT FOUR
৫      | U+09EB   | 430        | BENGALI DIGIT FIVE
я      | U+044F   | 425        | CYRILLIC SMALL LETTER YA
◼      | U+25FC   | 425        | BLACK MEDIUM SQUARE
Ŋ      | U+014A   | 423        | LATIN CAPITAL LETTER ENG
٢      | U+0662   | 421        | ARABIC-INDIC DIGIT TWO
چ      | U+0686   | 421        | ARABIC LETTER TCHEH
−      | U+2212   | 418        | MINUS SIGN
گ      | U+06AF   | 409        | ARABIC LETTER GAF
ા      | U+0ABE   | 408        | GUJARATI VOWEL SIGN AA
৬      | U+09EC   | 403        | BENGALI DIGIT SIX
è      | U+00E8   | 397        | LATIN SMALL LETTER E WITH GRAVE
¶      | U+00B6   | 396        | PILCROW SIGN
ě      | U+011B   | 392        | LATIN SMALL LETTER E WITH CARON
ಥ      | U+0CA5   | 390        | KANNADA LETTER THA
ञ      | U+091E   | 389        | DEVANAGARI LETTER NYA
🙏      | U+1F64F  | 388        | PERSON WITH FOLDED HANDS
       | U+200B   | 376        | ZERO WIDTH SPACE
৮      | U+09EE   | 374        | BENGALI DIGIT EIGHT
٥      | U+0665   | 373        | ARABIC-INDIC DIGIT FIVE
ఫ      | U+0C2B   | 368        | TELUGU LETTER PHA
ˮ      | U+02EE   | 368        | MODIFIER LETTER DOUBLE APOSTROPHE
İ      | U+0130   | 367        | LATIN CAPITAL LETTER I WITH DOT ABOVE
Ⅹ      | U+2169   | 367        | ROMAN NUMERAL TEN
É      | U+00C9   | 364        | LATIN CAPITAL LETTER E WITH ACUTE
ٌ      | U+064C   | 361        | ARABIC DAMMATAN
ß      | U+00DF   | 361        | LATIN SMALL LETTER SHARP S
🙂      | U+1F642  | 357        | SLIGHTLY SMILING FACE
ೈ      | U+0CC8   | 357        | KANNADA VOWEL SIGN AI
Ą      | U+0104   | 357        | LATIN CAPITAL LETTER A WITH OGONEK
ಈ      | U+0C88   | 356        | KANNADA LETTER II
٣      | U+0663   | 356        | ARABIC-INDIC DIGIT THREE
ы      | U+044B   | 353        | CYRILLIC SMALL LETTER YERU
ţ      | U+0163   | 351        | LATIN SMALL LETTER T WITH CEDILLA
৪      | U+09EA   | 349        | BENGALI DIGIT FOUR
★      | U+2605   | 347        | BLACK STAR
ĉ      | U+0109   | 345        | LATIN SMALL LETTER C WITH CIRCUMFLEX
ঘ      | U+0998   | 343        | BENGALI LETTER GHA
꞉      | U+A789   | 339        | MODIFIER LETTER COLON
৭      | U+09ED   | 335        | BENGALI DIGIT SEVEN
⭕      | U+2B55   | 334        | HEAVY LARGE CIRCLE
²      | U+00B2   | 333        | SUPERSCRIPT TWO
۱      | U+06F1   | 332        | EXTENDED ARABIC-INDIC DIGIT ONE
ੰ      | U+0A70   | 330        | GURMUKHI TIPPI
ਪ      | U+0A2A   | 329        | GURMUKHI LETTER PA
ஏ      | U+0B8F   | 328        | TAMIL LETTER EE
ড়      | U+09DC   | 324        | BENGALI LETTER RRA
➤      | U+27A4   | 323        | BLACK RIGHTWARDS ARROWHEAD
ર      | U+0AB0   | 322        | GUJARATI LETTER RA
ਜ      | U+0A1C   | 322        | GURMUKHI LETTER JA
ī      | U+012B   | 320        | LATIN SMALL LETTER I WITH MACRON
ਬ      | U+0A2C   | 319        | GURMUKHI LETTER BA
০      | U+09E6   | 318        | BENGALI DIGIT ZERO
ǫ      | U+01EB   | 315        | LATIN SMALL LETTER O WITH OGONEK
ఱ      | U+0C31   | 314        | TELUGU LETTER RRA
ી      | U+0AC0   | 313        | GUJARATI VOWEL SIGN II
ఞ      | U+0C1E   | 309        | TELUGU LETTER NYA
ٰ      | U+0670   | 306        | ARABIC LETTER SUPERSCRIPT ALEF
½      | U+00BD   | 306        | VULGAR FRACTION ONE HALF
ঞ      | U+099E   | 304        | BENGALI LETTER NYA
ಉ      | U+0C89   | 296        | KANNADA LETTER U
ऐ      | U+0910   | 296        | DEVANAGARI LETTER AI
٦      | U+0666   | 293        | ARABIC-INDIC DIGIT SIX
۲      | U+06F2   | 290        | EXTENDED ARABIC-INDIC DIGIT TWO
৯      | U+09EF   | 290        | BENGALI DIGIT NINE
‹      | U+2039   | 290        | SINGLE LEFT-POINTING ANGLE QUOTATION MARK
જ      | U+0A9C   | 289        | GUJARATI LETTER JA
ь      | U+044C   | 289        | CYRILLIC SMALL LETTER SOFT SIGN
ऑ      | U+0911   | 288        | DEVANAGARI LETTER CANDRA O
ঈ      | U+0988   | 282        | BENGALI LETTER II
₂      | U+2082   | 282        | SUBSCRIPT TWO
σ      | U+03C3   | 275        | GREEK SMALL LETTER SIGMA
ત      | U+0AA4   | 274        | GUJARATI LETTER TA
г      | U+0433   | 274        | CYRILLIC SMALL LETTER GHE
ఖ      | U+0C16   | 271        | TELUGU LETTER KHA
Ã      | U+00C3   | 269        | LATIN CAPITAL LETTER A WITH TILDE
۳      | U+06F3   | 266        | EXTENDED ARABIC-INDIC DIGIT THREE
ڈ      | U+0688   | 266        | ARABIC LETTER DDAL
ગ      | U+0A97   | 265        | GUJARATI LETTER GA
Ê      | U+00CA   | 264        | LATIN CAPITAL LETTER E WITH CIRCUMFLEX
✓      | U+2713   | 263        | CHECK MARK
з      | U+0437   | 262        | CYRILLIC SMALL LETTER ZE
ି      | U+0B3F   | 261        | ORIYA VOWEL SIGN I
♬      | U+266C   | 256        | BEAMED SIXTEENTH NOTES
       | U+200F   | 255        | RIGHT-TO-LEFT MARK
٨      | U+0668   | 254        | ARABIC-INDIC DIGIT EIGHT
ˈ      | U+02C8   | 253        | MODIFIER LETTER VERTICAL LINE
ુ      | U+0AC1   | 252        | GUJARATI VOWEL SIGN U
Ş      | U+015E   | 252        | LATIN CAPITAL LETTER S WITH CEDILLA
Ë      | U+00CB   | 250        | LATIN CAPITAL LETTER E WITH DIAERESIS
ṯ      | U+1E6F   | 249        | LATIN SMALL LETTER T WITH LINE BELOW
ঙ      | U+0999   | 249        | BENGALI LETTER NGA
≤      | U+2264   | 248        | LESS-THAN OR EQUAL TO
̣      | U+0323   | 245        | COMBINING DOT BELOW
٧      | U+0667   | 245        | ARABIC-INDIC DIGIT SEVEN
Ø      | U+00D8   | 244        | LATIN CAPITAL LETTER O WITH STROKE
β      | U+03B2   | 243        | GREEK SMALL LETTER BETA
ଓ      | U+0B13   | 242        | ORIYA LETTER O
ଡ      | U+0B21   | 242        | ORIYA LETTER DDA
଼      | U+0B3C   | 242        | ORIYA SIGN NUKTA
ଆ      | U+0B06   | 242        | ORIYA LETTER AA
й      | U+0439   | 241        | CYRILLIC SMALL LETTER SHORT I
ೃ      | U+0CC3   | 240        | KANNADA VOWEL SIGN VOCALIC R
Ý      | U+00DD   | 238        | LATIN CAPITAL LETTER Y WITH ACUTE
ے      | U+06D2   | 237        | ARABIC LETTER YEH BARREE
Ɓ      | U+0181   | 235        | LATIN CAPITAL LETTER B WITH HOOK
ਰ      | U+0A30   | 235        | GURMUKHI LETTER RA
پ      | U+067E   | 234        | ARABIC LETTER PEH
ਹ      | U+0A39   | 232        | GURMUKHI LETTER HA
б      | U+0431   | 227        | CYRILLIC SMALL LETTER BE
ڇ      | U+0687   | 227        | ARABIC LETTER TCHEHEH
±      | U+00B1   | 225        | PLUS-MINUS SIGN
Â      | U+00C2   | 222        | LATIN CAPITAL LETTER A WITH CIRCUMFLEX
ч      | U+0447   | 221        | CYRILLIC SMALL LETTER CHE
څ      | U+0685   | 220        | ARABIC LETTER HAH WITH THREE DOTS ABOVE
۹      | U+06F9   | 220        | EXTENDED ARABIC-INDIC DIGIT NINE
🎬      | U+1F3AC  | 219        | CLAPPER BOARD
ν      | U+03BD   | 219        | GREEK SMALL LETTER NU
🎥      | U+1F3A5  | 218        | MOVIE CAMERA
ಫ      | U+0CAB   | 216        | KANNADA LETTER PHA
۸      | U+06F8   | 212        | EXTENDED ARABIC-INDIC DIGIT EIGHT
ਸ      | U+0A38   | 212        | GURMUKHI LETTER SA
Ú      | U+00DA   | 210        | LATIN CAPITAL LETTER U WITH ACUTE
٩      | U+0669   | 206        | ARABIC-INDIC DIGIT NINE
È      | U+00C8   | 205        | LATIN CAPITAL LETTER E WITH GRAVE
□      | U+25A1   | 203        | WHITE SQUARE
π      | U+03C0   | 202        | GREEK SMALL LETTER PI
¯      | U+00AF   | 201        | MACRON
х      | U+0445   | 200        | CYRILLIC SMALL LETTER HA
ஞ      | U+0B9E   | 198        | TAMIL LETTER NYA
ṅ      | U+1E45   | 198        | LATIN SMALL LETTER N WITH DOT ABOVE
ʒ      | U+0292   | 198        | LATIN SMALL LETTER EZH
ι      | U+03B9   | 197        | GREEK SMALL LETTER IOTA
̰      | U+0330   | 197        | COMBINING TILDE BELOW
ਨ      | U+0A28   | 195        | GURMUKHI LETTER NA
♥      | U+2665   | 194        | BLACK HEART SUIT
₁      | U+2081   | 193        | SUBSCRIPT ONE
ਿ      | U+0A3F   | 193        | GURMUKHI VOWEL SIGN I
😱      | U+1F631  | 192        | FACE SCREAMING IN FEAR
ۡ      | U+06E1   | 192        | ARABIC SMALL HIGH DOTLESS HEAD OF KHAH
ੇ      | U+0A47   | 192        | GURMUKHI VOWEL SIGN EE
ৎ      | U+09CE   | 191        | BENGALI LETTER KHANDA TA
❝      | U+275D   | 190        | HEAVY DOUBLE TURNED COMMA QUOTATION MARK ORNAMENT
😂      | U+1F602  | 188        | FACE WITH TEARS OF JOY
î      | U+00EE   | 187        | LATIN SMALL LETTER I WITH CIRCUMFLEX
ọ      | U+1ECD   | 187        | LATIN SMALL LETTER O WITH DOT BELOW
✅      | U+2705   | 186        | WHITE HEAVY CHECK MARK
❞      | U+275E   | 185        | HEAVY DOUBLE COMMA QUOTATION MARK ORNAMENT
Þ      | U+00DE   | 185        | LATIN CAPITAL LETTER THORN
۷      | U+06F7   | 184        | EXTENDED ARABIC-INDIC DIGIT SEVEN
ř      | U+0159   | 184        | LATIN SMALL LETTER R WITH CARON
ঝ      | U+099D   | 182        | BENGALI LETTER JHA
ৌ      | U+09CC   | 181        | BENGALI VOWEL SIGN AU
ಞ      | U+0C9E   | 180        | KANNADA LETTER NYA
Ɨ      | U+0197   | 179        | LATIN CAPITAL LETTER I WITH STROKE
″      | U+2033   | 179        | DOUBLE PRIME
🔹      | U+1F539  | 178        | SMALL BLUE DIAMOND
À      | U+00C0   | 177        | LATIN CAPITAL LETTER A WITH GRAVE
😋      | U+1F60B  | 177        | FACE SAVOURING DELICIOUS FOOD
▸      | U+25B8   | 177        | BLACK RIGHT-POINTING SMALL TRIANGLE
ౌ      | U+0C4C   | 175        | TELUGU VOWEL SIGN AU
ఘ      | U+0C18   | 172        | TELUGU LETTER GHA
ς      | U+03C2   | 172        | GREEK SMALL LETTER FINAL SIGMA
η      | U+03B7   | 171        | GREEK SMALL LETTER ETA
Ï      | U+00CF   | 168        | LATIN CAPITAL LETTER I WITH DIAERESIS
›      | U+203A   | 167        | SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
ಏ      | U+0C8F   | 166        | KANNADA LETTER EE
٠      | U+0660   | 166        | ARABIC-INDIC DIGIT ZERO
³      | U+00B3   | 166        | SUPERSCRIPT THREE
ỹ      | U+1EF9   | 166        | LATIN SMALL LETTER Y WITH TILDE
þ      | U+00FE   | 166        | LATIN SMALL LETTER THORN
ਦ      | U+0A26   | 166        | GURMUKHI LETTER DA
ḁ      | U+1E01   | 166        | LATIN SMALL LETTER A WITH RING BELOW
ਕ      | U+0A15   | 165        | GURMUKHI LETTER KA
⃣      | U+20E3   | 163        | COMBINING ENCLOSING KEYCAP
🥰      | U+1F970  | 163        | SMILING FACE WITH SMILING EYES AND THREE HEARTS
¼      | U+00BC   | 163        | VULGAR FRACTION ONE QUARTER
º      | U+00BA   | 161        | MASCULINE ORDINAL INDICATOR
ೌ      | U+0CCC   | 156        | KANNADA VOWEL SIGN AU
Ó      | U+00D3   | 155        | LATIN CAPITAL LETTER O WITH ACUTE
、      | U+3001   | 154        | IDEOGRAPHIC COMMA
🌹      | U+1F339  | 153        | ROSE
ಖ      | U+0C96   | 153        | KANNADA LETTER KHA
▢      | U+25A2   | 153        | WHITE SQUARE WITH ROUNDED CORNERS
🏻      | U+1F3FB  | 152        | EMOJI MODIFIER FITZPATRICK TYPE-1-2
ਲ      | U+0A32   | 152        | GURMUKHI LETTER LA
ª      | U+00AA   | 149        | FEMININE ORDINAL INDICATOR
λ      | U+03BB   | 148        | GREEK SMALL LETTER LAMDA
ε      | U+03B5   | 146        | GREEK SMALL LETTER EPSILON
̌      | U+030C   | 146        | COMBINING CARON
➡      | U+27A1   | 144        | BLACK RIGHTWARDS ARROW
ū      | U+016B   | 144        | LATIN SMALL LETTER U WITH MACRON
ఐ      | U+0C10   | 143        | TELUGU LETTER AI
⚡      | U+26A1   | 143        | HIGH VOLTAGE SIGN
ĕ      | U+0115   | 143        | LATIN SMALL LETTER E WITH BREVE
ں      | U+06BA   | 142        | ARABIC LETTER NOON GHUNNA
ৈ      | U+09C8   | 142        | BENGALI VOWEL SIGN AI
Ə      | U+018F   | 140        | LATIN CAPITAL LETTER SCHWA
█      | U+2588   | 140        | FULL BLOCK
😳      | U+1F633  | 137        | FLUSHED FACE
ਮ      | U+0A2E   | 137        | GURMUKHI LETTER MA
▼      | U+25BC   | 136        | BLACK DOWN-POINTING TRIANGLE
Í      | U+00CD   | 134        | LATIN CAPITAL LETTER I WITH ACUTE
✡      | U+2721   | 134        | STAR OF DAVID
͏      | U+034F   | 134        | COMBINING GRAPHEME JOINER
ж      | U+0436   | 133        | CYRILLIC SMALL LETTER ZHE
🌀      | U+1F300  | 133        | CYCLONE
🔅      | U+1F505  | 133        | LOW BRIGHTNESS SYMBOL
۰      | U+06F0   | 132        | EXTENDED ARABIC-INDIC DIGIT ZERO
ఠ      | U+0C20   | 132        | TELUGU LETTER TTHA
📌      | U+1F4CC  | 131        | PUSHPIN
і      | U+0456   | 131        | CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
ಐ      | U+0C90   | 131        | KANNADA LETTER AI
Å      | U+00C5   | 130        | LATIN CAPITAL LETTER A WITH RING ABOVE
ː      | U+02D0   | 129        | MODIFIER LETTER TRIANGULAR COLON
̧      | U+0327   | 128        | COMBINING CEDILLA
💥      | U+1F4A5  | 125        | COLLISION SYMBOL
ੈ      | U+0A48   | 125        | GURMUKHI VOWEL SIGN AI
™      | U+2122   | 124        | TRADE MARK SIGN
ś      | U+015B   | 124        | LATIN SMALL LETTER S WITH ACUTE
🅾      | U+1F17E  | 124        | NEGATIVE SQUARED LATIN CAPITAL LETTER O
ಓ      | U+0C93   | 123        | KANNADA LETTER OO
ٱ      | U+0671   | 122        | ARABIC LETTER ALEF WASLA
Á      | U+00C1   | 122        | LATIN CAPITAL LETTER A WITH ACUTE
γ      | U+03B3   | 122        | GREEK SMALL LETTER GAMMA
⚽      | U+26BD   | 121        | SOCCER BALL
Ö      | U+00D6   | 118        | LATIN CAPITAL LETTER O WITH DIAERESIS
ਤ      | U+0A24   | 118        | GURMUKHI LETTER TA
Ü      | U+00DC   | 116        | LATIN CAPITAL LETTER U WITH DIAERESIS
Ä      | U+00C4   | 116        | LATIN CAPITAL LETTER A WITH DIAERESIS
ھ      | U+06BE   | 116        | ARABIC LETTER HEH DOACHASHMEE
ò      | U+00F2   | 115        | LATIN SMALL LETTER O WITH GRAVE
Õ      | U+00D5   | 115        | LATIN CAPITAL LETTER O WITH TILDE
👆      | U+1F446  | 114        | WHITE UP POINTING BACKHAND INDEX
י      | U+05D9   | 114        | HEBREW LETTER YOD
ź      | U+017A   | 114        | LATIN SMALL LETTER Z WITH ACUTE
ю      | U+044E   | 113        | CYRILLIC SMALL LETTER YU
ц      | U+0446   | 112        | CYRILLIC SMALL LETTER TSE
√      | U+221A   | 112        | SQUARE ROOT
ಠ      | U+0CA0   | 112        | KANNADA LETTER TTHA
Ð      | U+00D0   | 111        | LATIN CAPITAL LETTER ETH
Ʌ      | U+0245   | 110        | LATIN CAPITAL LETTER TURNED V
⇒      | U+21D2   | 110        | RIGHTWARDS DOUBLE ARROW
ਵ      | U+0A35   | 110        | GURMUKHI LETTER VA
ɪ      | U+026A   | 108        | LATIN LETTER SMALL CAPITAL I
ă      | U+0103   | 108        | LATIN SMALL LETTER A WITH BREVE
✔      | U+2714   | 107        | HEAVY CHECK MARK
ρ      | U+03C1   | 107        | GREEK SMALL LETTER RHO
       | U+009F   | 106        | UNKNOWN_CONTROL_CHAR
       | U+0081   | 105        | UNKNOWN_CONTROL_CHAR
😉      | U+1F609  | 105        | WINKING FACE
Ɗ      | U+018A   | 104        | LATIN CAPITAL LETTER D WITH HOOK
ஊ      | U+0B8A   | 104        | TAMIL LETTER UU
😘      | U+1F618  | 104        | FACE THROWING A KISS
℃      | U+2103   | 103        | DEGREE CELSIUS
τ      | U+03C4   | 103        | GREEK SMALL LETTER TAU
ῦ      | U+1FE6   | 102        | GREEK SMALL LETTER UPSILON WITH PERISPOMENI
✆      | U+2706   | 101        | TELEPHONE LOCATION SIGN
👍      | U+1F44D  | 101        | THUMBS UP SIGN
♩      | U+2669   | 100        | QUARTER NOTE
ш      | U+0448   | 98         | CYRILLIC SMALL LETTER SHA
ஐ      | U+0B90   | 98         | TAMIL LETTER AI
😲      | U+1F632  | 98         | ASTONISHED FACE
უ      | U+10E3   | 97         | GEORGIAN LETTER UN
ɲ      | U+0272   | 95         | LATIN SMALL LETTER N WITH LEFT HOOK
θ      | U+03B8   | 95         | GREEK SMALL LETTER THETA
😀      | U+1F600  | 95         | GRINNING FACE
💪      | U+1F4AA  | 95         | FLEXED BICEPS
ლ      | U+10DA   | 95         | GEORGIAN LETTER LAS
—      | U+2014   | 95         | EM DASH
؛      | U+061B   | 94         | ARABIC SEMICOLON
☺      | U+263A   | 94         | WHITE SMILING FACE
ஓ      | U+0B93   | 93         | TAMIL LETTER OO
ה      | U+05D4   | 93         | HEBREW LETTER HE
ੋ      | U+0A4B   | 92         | GURMUKHI VOWEL SIGN OO
📚      | U+1F4DA  | 91         | BOOKS
🔸      | U+1F538  | 90         | SMALL ORANGE DIAMOND
ો      | U+0ACB   | 90         | GUJARATI VOWEL SIGN O
Ì      | U+00CC   | 90         | LATIN CAPITAL LETTER I WITH GRAVE
￼      | U+FFFC   | 88         | OBJECT REPLACEMENT CHARACTER
ఓ      | U+0C13   | 88         | TELUGU LETTER OO
❓      | U+2753   | 88         | BLACK QUESTION MARK ORNAMENT
ੂ      | U+0A42   | 88         | GURMUKHI VOWEL SIGN UU
✨      | U+2728   | 87         | SPARKLES
Č      | U+010C   | 87         | LATIN CAPITAL LETTER C WITH CARON
κ      | U+03BA   | 87         | GREEK SMALL LETTER KAPPA
ו      | U+05D5   | 87         | HEBREW LETTER VAV
       | U+202C   | 86         | POP DIRECTIONAL FORMATTING
ַ      | U+05B7   | 86         | HEBREW POINT PATAH
